Feature ID,Module,Main Feature,Sub Feature,Description,Priority,Complexity,Status,Dependencies,Estimated Effort (Days),Assigned To,Development Status,Testing Status,AI Test Ready,Notes,Acceptance Criteria
GL-071,General Ledger,Calendar Management,Open Period,Open accounting periods for transaction entry,Critical,Medium,Not Started,GL-070,3,,Not Started,Not Started,Yes,Enable transaction posting,Periods can be opened
GL-072,General Ledger,Calendar Management,Close Period,Close accounting periods to prevent further transactions,Critical,Medium,Not Started,GL-070,4,,Not Started,Not Started,Yes,Period lockdown,Periods can be closed
GL-073,General Ledger,Calendar Management,Reopen Period,Reopen closed periods for adjustments,High,Medium,Not Started,GL-072,3,,Not Started,Not Started,Yes,Period adjustment capability,Closed periods reopenable
GL-074,General Ledger,Calendar Management,Permanent Close,Permanently close periods (year-end),Critical,Medium,Not Started,GL-072,4,,Not Started,Not Started,Yes,Final period lock,Permanent close enforced
GL-075,General Ledger,Calendar Management,Multiple Open Periods,Allow multiple periods to be open simultaneously,High,Medium,Not Started,GL-070,5,,Not Started,Not Started,Yes,Flexible period access,Multiple periods open
GL-076,General Ledger,Calendar Management,Period Access by Ledger,Control period status independently by ledger,Medium,High,Not Started,GL-070,6,,Not Started,Not Started,Yes,Ledger-specific control,Per-ledger period status
GL-080,General Ledger,Currency Management,Currency Setup,Create and maintain currencies with codes and symbols,Critical,Low,Not Started,,3,,Not Started,Not Started,Yes,Multi-currency foundation,Currencies defined
GL-081,General Ledger,Currency Management,ISO Currency Codes,Support ISO standard currency codes,High,Low,Not Started,GL-080,2,,Not Started,Not Started,Yes,Standard currency codes,ISO codes used
GL-082,General Ledger,Currency Management,Currency Precision,Configure decimal precision by currency,High,Low,Not Started,GL-080,2,,Not Started,Not Started,Yes,Accurate currency handling,Precision enforced
GL-083,General Ledger,Currency Management,Minimum Accountable Unit,Define minimum accountable unit for rounding,Medium,Low,Not Started,GL-080,2,,Not Started,Not Started,Yes,Currency rounding,MAU configured
GL-084,General Ledger,Currency Management,Euro Configuration,Configure Euro adoption and EMU details,Low,Low,Not Started,GL-080,2,,Not Started,Not Started,No,Euro support,Euro settings available
GL-090,General Ledger,Currency Management,Exchange Rate Types,Define rate types (Corporate Spot User Historical Budget),Critical,Medium,Not Started,GL-080,4,,Not Started,Not Started,Yes,Multiple rate purposes,Rate types configured
GL-091,General Ledger,Currency Management,Daily Rate Entry,Enter and maintain daily exchange rates,Critical,Medium,Not Started,GL-090,5,,Not Started,Not Started,Yes,Currency conversion,Daily rates maintainable
GL-092,General Ledger,Currency Management,Rate Pairs,Maintain from/to currency pairs with conversion rates,Critical,Medium,Not Started,GL-091,4,,Not Started,Not Started,Yes,Bi-directional conversion,Currency pairs defined
GL-093,General Ledger,Currency Management,Inverse Rate Calculation,Automatically calculate inverse exchange rates,High,Low,Not Started,GL-091,3,,Not Started,Not Started,Yes,Auto inverse rates,Inverse calculated
GL-094,General Ledger,Currency Management,Cross Rate Calculation,Calculate cross rates from base currency rates,Medium,Medium,Not Started,GL-091,4,,Not Started,Not Started,Yes,Indirect conversions,Cross rates computed
GL-095,General Ledger,Currency Management,Mass Rate Upload,Bulk upload exchange rates from external sources,Medium,Medium,Not Started,GL-091,5,,Not Started,Not Started,Yes,Efficient rate maintenance,Mass upload works
GL-096,General Ledger,Currency Management,Rate Override,Allow override of system exchange rates,Medium,Low,Not Started,GL-091,3,,Not Started,Not Started,Yes,Transaction-specific rates,Override capability
GL-097,General Ledger,Currency Management,Euro Triangulation,Support Euro triangulation for EMU currencies,Low,Medium,Not Started,GL-094,4,,Not Started,Not Started,No,EMU compliance,Triangulation works
GL-100,General Ledger,Currency Management,Multi-Currency Journals,Enter journals in foreign currencies,Critical,High,Not Started,GL-080 GL-091,7,,Not Started,Not Started,Yes,Foreign currency transactions,Multi-currency journals work
GL-101,General Ledger,Currency Management,Automatic Conversion,Auto-convert foreign currency to functional currency,Critical,High,Not Started,GL-100,6,,Not Started,Not Started,Yes,Real-time conversion,Auto-conversion functional
GL-102,General Ledger,Currency Management,Exchange Rate Variance,Track exchange rate variances and gains/losses,High,High,Not Started,GL-100,6,,Not Started,Not Started,Yes,Currency impact tracking,Variances calculated
GL-103,General Ledger,Currency Management,Reporting Currency,Support secondary reporting currency ledgers,Medium,High,Not Started,GL-100,8,,Not Started,Not Started,Yes,Dual currency reporting,Reporting currency works
GL-110,General Ledger,Journal Management,Journal Categories,Define and maintain journal categories,Critical,Medium,Not Started,,4,,Not Started,Not Started,Yes,Journal classification,Categories configured
GL-111,General Ledger,Journal Management,Category Types,Support Manual Imported and Automatic category types,High,Low,Not Started,GL-110,3,,Not Started,Not Started,Yes,Different journal origins,Category types available
GL-112,General Ledger,Journal Management,Category Attributes,Configure category attributes (balancing approval reversal),Medium,Medium,Not Started,GL-110,4,,Not Started,Not Started,Yes,Category-specific rules,Attributes enforced
GL-120,General Ledger,Journal Management,Journal Sources,Define journal sources for different systems,Critical,Low,Not Started,,3,,Not Started,Not Started,Yes,Source tracking,Sources configured
GL-121,General Ledger,Journal Management,Source Attributes,Configure source attributes (import tracking auto-post),Medium,Low,Not Started,GL-120,3,,Not Started,Not Started,Yes,Source-specific behavior,Attributes work
GL-130,General Ledger,Journal Management,Manual Journal Entry,Create manual journal entries with header and lines,Critical,High,Not Started,GL-110 GL-120,10,,Not Started,Not Started,Yes,Core journal functionality,Manual journals creatable
GL-131,General Ledger,Journal Management,Journal Header,Capture journal header information (name date period currency),Critical,Medium,Not Started,GL-130,5,,Not Started,Not Started,Yes,Journal identification,Header fields captured
GL-132,General Ledger,Journal Management,Journal Lines,Enter journal lines with account debit credit description,Critical,High,Not Started,GL-130,8,,Not Started,Not Started,Yes,Transaction details,Lines can be entered
GL-133,General Ledger,Journal Management,Multi-Line Entry,Support multiple journal lines in single entry,Critical,Medium,Not Started,GL-132,4,,Not Started,Not Started,Yes,Complex transactions,Multi-line supported
GL-134,General Ledger,Journal Management,Journal Description,Maintain header and line descriptions,High,Low,Not Started,GL-130,2,,Not Started,Not Started,Yes,Transaction documentation,Descriptions captured
GL-135,General Ledger,Journal Management,Control Totals,Enter and validate control totals for journals,High,Medium,Not Started,GL-130,4,,Not Started,Not Started,Yes,Data entry accuracy,Control totals validated
GL-136,General Ledger,Journal Management,Statistical Amounts,Support statistical journal amounts,Medium,Low,Not Started,GL-132,3,,Not Started,Not Started,Yes,Non-monetary tracking,Statistical amounts work
GL-137,General Ledger,Journal Management,Reference Fields,Capture reference information (Invoice PO etc),Medium,Low,Not Started,GL-132,3,,Not Started,Not Started,Yes,Audit trail enhancement,References captured
GL-140,General Ledger,Journal Management,Journal Templates,Create and use journal templates for recurring entries,High,Medium,Not Started,GL-130,5,,Not Started,Not Started,Yes,Efficient data entry,Templates functional
GL-141,General Ledger,Journal Management,Copy Journal,Copy existing journals for similar entries,Medium,Low,Not Started,GL-130,4,,Not Started,Not Started,Yes,Reduce data entry,Copy works
GL-142,General Ledger,Journal Management,Recurring Journals,Set up recurring journals with schedules,High,High,Not Started,GL-130,7,,Not Started,Not Started,Yes,Automated recurring entries,Recurring journals work
GL-143,General Ledger,Journal Management,Recurring Formulas,Define formulas for recurring journal amounts,Medium,High,Not Started,GL-142,6,,Not Started,Not Started,Yes,Variable recurring amounts,Formulas calculated
GL-144,General Ledger,Journal Management,Recurring Schedule,Schedule automatic generation of recurring journals,Medium,Medium,Not Started,GL-142,5,,Not Started,Not Started,Yes,Automated generation,Schedule works
GL-150,General Ledger,Journal Management,Journal Batches,Group journals into batches,High,Medium,Not Started,GL-130,4,,Not Started,Not Started,Yes,Journal organization,Batches functional
GL-151,General Ledger,Journal Management,Batch Control,Maintain batch control totals and status,High,Medium,Not Started,GL-150,4,,Not Started,Not Started,Yes,Batch validation,Control enforced
GL-152,General Ledger,Journal Management,Batch Posting,Post entire batches at once,High,Medium,Not Started,GL-150,5,,Not Started,Not Started,Yes,Efficient posting,Batch posting works
GL-160,General Ledger,Journal Management,Journal Validation,Validate journals before posting,Critical,High,Not Started,GL-130,8,,Not Started,Not Started,Yes,Data quality assurance,Validation enforced
GL-161,General Ledger,Journal Management,Account Validation,Validate account combinations exist and are active,Critical,Medium,Not Started,GL-160,4,,Not Started,Not Started,Yes,Valid accounts only,Account validation works
GL-162,General Ledger,Journal Management,Balance Validation,Validate debit equals credit,Critical,Low,Not Started,GL-160,2,,Not Started,Not Started,Yes,Balanced entries,Balance check enforced
GL-163,General Ledger,Journal Management,Period Validation,Validate period is open for posting,Critical,Medium,Not Started,GL-160,3,,Not Started,Not Started,Yes,Period control,Period check enforced
GL-164,General Ledger,Journal Management,Currency Validation,Validate currency and exchange rates,High,Medium,Not Started,GL-160,4,,Not Started,Not Started,Yes,Valid currency data,Currency validation works
GL-165,General Ledger,Journal Management,Cross Validation,Enforce cross-validation rules,High,High,Not Started,GL-160,6,,Not Started,Not Started,Yes,Account combination rules,CVR enforced
GL-166,General Ledger,Journal Management,Budget Checking,Validate against budget and funds availability,Medium,High,Not Started,GL-160,7,,Not Started,Not Started,Yes,Budget control,Budget check works
GL-170,General Ledger,Journal Management,Journal Approval,Submit journals for approval workflow,High,High,Not Started,GL-130,8,,Not Started,Not Started,Yes,Journal control,Approval workflow functional
GL-171,General Ledger,Journal Management,Multi-Level Approval,Support multiple approval levels,Medium,High,Not Started,GL-170,6,,Not Started,Not Started,Yes,Segregation of duties,Multiple levels work
GL-172,General Ledger,Journal Management,Approval Routing,Route journals based on rules (amount category),Medium,High,Not Started,GL-170,6,,Not Started,Not Started,Yes,Smart routing,Routing rules work
GL-173,General Ledger,Journal Management,Approval Notifications,Send email notifications for pending approvals,Medium,Medium,Not Started,GL-170,5,,Not Started,Not Started,Yes,Timely approvals,Notifications sent
GL-174,General Ledger,Journal Management,Approval Rejection,Reject journals with comments,High,Medium,Not Started,GL-170,4,,Not Started,Not Started,Yes,Quality control,Rejection works
GL-175,General Ledger,Journal Management,Approval History,Maintain complete approval audit trail,High,Medium,Not Started,GL-170,4,,Not Started,Not Started,Yes,Audit compliance,History tracked
GL-180,General Ledger,Journal Management,Journal Posting,Post approved journals to GL,Critical,High,Not Started,GL-160 GL-170,10,,Not Started,Not Started,Yes,Commit transactions,Posting functional
GL-181,General Ledger,Journal Management,Individual Posting,Post individual journals,Critical,Medium,Not Started,GL-180,5,,Not Started,Not Started,Yes,Single journal posting,Individual posting works
GL-182,General Ledger,Journal Management,Batch Posting,Post journals in batches,High,Medium,Not Started,GL-180,5,,Not Started,Not Started,Yes,Efficient bulk posting,Batch posting works
GL-183,General Ledger,Journal Management,Automatic Posting,Auto-post journals based on rules,Medium,High,Not Started,GL-180,6,,Not Started,Not Started,Yes,Automated processing,Auto-posting works
GL-184,General Ledger,Journal Management,Posting Validation,Final validation at posting time,Critical,Medium,Not Started,GL-180,5,,Not Started,Not Started,Yes,Posting integrity,Validation enforced
GL-185,General Ledger,Journal Management,Posting Errors,Handle and report posting errors,High,Medium,Not Started,GL-180,5,,Not Started,Not Started,Yes,Error recovery,Error handling works
GL-186,General Ledger,Journal Management,Balance Updates,Update account balances in real-time,Critical,High,Not Started,GL-180,7,,Not Started,Not Started,Yes,Current balances,Real-time updates work
GL-187,General Ledger,Journal Management,Summarization,Support summarized posting for high volumes,Medium,High,Not Started,GL-180,6,,Not Started,Not Started,Yes,Performance optimization,Summarization works
GL-190,General Ledger,Journal Management,Journal Reversal,Reverse posted journals,High,Medium,Not Started,GL-180,6,,Not Started,Not Started,Yes,Error correction,Reversal functional
GL-191,General Ledger,Journal Management,Manual Reversal,Manually reverse journals,High,Low,Not Started,GL-190,3,,Not Started,Not Started,Yes,User-initiated reversal,Manual reversal works
GL-192,General Ledger,Journal Management,Automatic Reversal,Auto-reverse journals in next period,High,Medium,Not Started,GL-190,5,,Not Started,Not Started,Yes,Accrual reversal,Auto-reversal works
GL-193,General Ledger,Journal Management,Reversal Tracking,Track original and reversal journal relationships,High,Medium,Not Started,GL-190,4,,Not Started,Not Started,Yes,Audit trail,Tracking functional
GL-200,General Ledger,Journal Management,Import Journals,Import journals from external systems,High,High,Not Started,GL-120,8,,Not Started,Not Started,Yes,System integration,Import functional
GL-201,General Ledger,Journal Management,File Import,Import from CSV Excel XML files,High,Medium,Not Started,GL-200,6,,Not Started,Not Started,Yes,File-based integration,File import works
GL-202,General Ledger,Journal Management,API Import,Import via REST APIs,High,High,Not Started,GL-200,8,,Not Started,Not Started,Yes,Real-time integration,API import works
GL-203,General Ledger,Journal Management,Import Validation,Validate imported journal data,High,High,Not Started,GL-200,6,,Not Started,Not Started,Yes,Data quality,Validation works
GL-204,General Ledger,Journal Management,Import Errors,Handle and report import errors,High,Medium,Not Started,GL-200,5,,Not Started,Not Started,Yes,Error recovery,Error handling works
GL-210,General Ledger,Period Close,Period Close Checklist,Define and manage period close tasks,High,High,Not Started,GL-070,8,,Not Started,Not Started,Yes,Structured close process,Checklist functional
GL-211,General Ledger,Period Close,Task Definition,Define period close tasks and sequence,High,Medium,Not Started,GL-210,5,,Not Started,Not Started,Yes,Close task setup,Tasks defined
GL-212,General Ledger,Period Close,Task Assignment,Assign tasks to users/roles,High,Medium,Not Started,GL-210,4,,Not Started,Not Started,Yes,Responsibility assignment,Assignments work
GL-213,General Ledger,Period Close,Task Dependencies,Define task dependencies and prerequisites,Medium,Medium,Not Started,GL-210,5,,Not Started,Not Started,Yes,Sequential execution,Dependencies enforced
GL-214,General Ledger,Period Close,Task Status Tracking,Track completion status of close tasks,High,Medium,Not Started,GL-210,5,,Not Started,Not Started,Yes,Progress monitoring,Status tracked
GL-215,General Ledger,Period Close,Task Notifications,Send notifications for pending tasks,Medium,Medium,Not Started,GL-210,4,,Not Started,Not Started,Yes,Timely completion,Notifications sent
GL-216,General Ledger,Period Close,Close Calendar,Maintain period close schedule calendar,Medium,Medium,Not Started,GL-210,4,,Not Started,Not Started,Yes,Close planning,Calendar maintained
GL-220,General Ledger,Period Close,Account Reconciliation,Reconcile GL accounts,High,High,Not Started,GL-040,7,,Not Started,Not Started,Yes,Account accuracy,Reconciliation works
GL-221,General Ledger,Period Close,Reconciliation Templates,Create reconciliation templates by account,Medium,Medium,Not Started,GL-220,5,,Not Started,Not Started,Yes,Standard reconciliations,Templates work
GL-222,General Ledger,Period Close,Reconciliation Assignment,Assign reconciliations to accountants,Medium,Low,Not Started,GL-220,3,,Not Started,Not Started,Yes,Responsibility assignment,Assignment works
GL-223,General Ledger,Period Close,Balance Comparison,Compare and analyze balances,High,Medium,Not Started,GL-220,5,,Not Started,Not Started,Yes,Variance identification,Comparison works
GL-224,General Ledger,Period Close,Variance Analysis,Analyze and explain variances,Medium,Medium,Not Started,GL-223,5,,Not Started,Not Started,Yes,Exception investigation,Analysis works
GL-225,General Ledger,Period Close,Supporting Documentation,Attach supporting documents to reconciliations,Medium,Low,Not Started,GL-220,4,,Not Started,Not Started,Yes,Audit evidence,Attachments work
GL-226,General Ledger,Period Close,Reconciliation Approval,Approve completed reconciliations,High,Medium,Not Started,GL-220,5,,Not Started,Not Started,Yes,Quality assurance,Approval works
GL-230,General Ledger,Period Close,Subledger Validation,Validate subledger transfer completion,Critical,Medium,Not Started,GL-200,5,,Not Started,Not Started,Yes,Complete data transfer,Validation works
GL-231,General Ledger,Period Close,Subledger Reconciliation,Reconcile subledger to GL,Critical,High,Not Started,GL-230,7,,Not Started,Not Started,Yes,Data integrity,Reconciliation works
GL-240,General Ledger,Consolidation,Consolidation Hierarchy,Define consolidation hierarchies,High,High,Not Started,GL-002,8,,Not Started,Not Started,Yes,Multi-entity rollup,Hierarchy works
GL-241,General Ledger,Consolidation,Parent-Child Relationships,Maintain parent-child entity relationships,High,Medium,Not Started,GL-240,5,,Not Started,Not Started,Yes,Ownership structure,Relationships work
GL-242,General Ledger,Consolidation,Ownership Percentages,Track ownership percentages,High,Medium,Not Started,GL-241,4,,Not Started,Not Started,Yes,Partial ownership,Percentages tracked
GL-243,General Ledger,Consolidation,Minority Interest,Calculate minority interest,Medium,High,Not Started,GL-242,6,,Not Started,Not Started,Yes,Non-controlling interest,Calculation works
GL-244,General Ledger,Consolidation,Equity Method,Support equity method accounting,Medium,High,Not Started,GL-242,7,,Not Started,Not Started,Yes,Investment accounting,Equity method works
GL-250,General Ledger,Consolidation,Balance Rollup,Roll up balances across entities,High,High,Not Started,GL-240,8,,Not Started,Not Started,Yes,Consolidated balances,Rollup works
GL-251,General Ledger,Consolidation,Currency Translation,Translate foreign subsidiary balances,High,High,Not Started,GL-250 GL-091,8,,Not Started,Not Started,Yes,Multi-currency consolidation,Translation works
GL-252,General Ledger,Consolidation,Translation Adjustments,Track cumulative translation adjustments,Medium,High,Not Started,GL-251,6,,Not Started,Not Started,Yes,AOCI component,Adjustments tracked
GL-260,General Ledger,Consolidation,Elimination Entries,Create intercompany elimination entries,High,High,Not Started,GL-240,8,,Not Started,Not Started,Yes,IC elimination,Eliminations work
GL-261,General Ledger,Consolidation,Elimination Sets,Define sets of elimination rules,Medium,High,Not Started,GL-260,6,,Not Started,Not Started,Yes,Reusable eliminations,Sets work
GL-262,General Ledger,Consolidation,Consolidation Adjustments,Post consolidation adjustment journals,High,Medium,Not Started,GL-260,5,,Not Started,Not Started,Yes,Consolidated adjustments,Adjustments work
GL-263,General Ledger,Consolidation,Consolidation Reporting,Generate consolidated financial statements,High,High,Not Started,GL-250,8,,Not Started,Not Started,Yes,Consolidated reporting,Reports generated
GL-270,General Ledger,Allocations,Allocation Rules,Define allocation rules and formulas,High,High,Not Started,GL-040,8,,Not Started,Not Started,Yes,Cost distribution,Rules functional
GL-271,General Ledger,Allocations,Allocation Pools,Define source pools for allocation,Medium,Medium,Not Started,GL-270,5,,Not Started,Not Started,Yes,Allocation sources,Pools defined
GL-272,General Ledger,Allocations,Allocation Targets,Define target accounts for allocation,Medium,Medium,Not Started,GL-270,5,,Not Started,Not Started,Yes,Allocation destinations,Targets defined
GL-273,General Ledger,Allocations,Allocation Basis,Define allocation basis/drivers (headcount sqft revenue),High,Medium,Not Started,GL-270,6,,Not Started,Not Started,Yes,Fair allocation,Basis configured
GL-274,General Ledger,Allocations,Allocation Formulas,Create allocation formulas and calculations,High,High,Not Started,GL-270,7,,Not Started,Not Started,Yes,Complex allocations,Formulas work
GL-280,General Ledger,Allocations,Fixed Percentage Allocation,Allocate using fixed percentages,High,Medium,Not Started,GL-270,5,,Not Started,Not Started,Yes,Simple allocation,Fixed % works
GL-281,General Ledger,Allocations,Variable Allocation,Allocate using variable basis,High,High,Not Started,GL-273,6,,Not Started,Not Started,Yes,Dynamic allocation,Variable allocation works
GL-282,General Ledger,Allocations,Step-Down Allocation,Support step-down allocation methods,Medium,High,Not Started,GL-270,7,,Not Started,Not Started,Yes,Departmental allocations,Step-down works
GL-283,General Ledger,Allocations,Reciprocal Allocation,Support reciprocal allocation methods,Medium,High,Not Started,GL-270,8,,Not Started,Not Started,Yes,Mutual service allocations,Reciprocal works
GL-290,General Ledger,Allocations,Allocation Execution,Execute allocation processes,High,High,Not Started,GL-270,7,,Not Started,Not Started,Yes,Generate allocation journals,Execution works
GL-291,General Ledger,Allocations,Allocation Scheduling,Schedule automatic allocation execution,Medium,Medium,Not Started,GL-290,5,,Not Started,Not Started,Yes,Automated allocations,Scheduling works
